id,set_id,equip_slot_id,desc,weight,price,can_alter,image_url
3375,3,4,"Greaves set with countless eyes and ears.
Worn by Gideon Ofnir, the All-Knowing.

Knowledge begins with the recognition of one's ignorance. The realization that the search for knowledge is unending. But when Gideon glimpsed into the will of Queen Marika, he shuddered in fear.

At the end that should not be.",6.6,100,0,https://eldenring.fanapis.com/images/armors/17f696e0685l0i0nblzy58h0qvewk.png
3376,3,1,"Helm set with countless eyes and ears.
Worn by Gideon Ofnir, the All-Knowing.

Knowledge begins with the recognition of one's ignorance. The realization that the search for knowledge is unending. But when Gideon glimpsed into the will of Queen Marika, he shuddered in fear.

At the end that should not be.",4.6,2000,0,https://eldenring.fanapis.com/images/armors/17f69751613l0i0nbp9nsdqjza4rxf.png
3377,4,4,"Boots made from tanned leather.
Travel attire worn by nobles in the capital.

Abandoning their birthplace after the Shattering, these undead wanderers are the pitiful product of unending life.",2.9,200,0,https://eldenring.fanapis.com/images/armors/17f6947003bl0i0pf3kslr4ap1hce.png
3378,5,2,"Tanned leather coat adorned with fine gold embroidery.
Travel attire worn by nobles in the capital, and the belonging of a family which claims a knight as an ancestor.

Abandoning their birthplace after the Shattering, these undead wanderers are the pitiful product of unending life.",7.1,3000,0,https://eldenring.fanapis.com/images/armors/17f69623cf1l0i0nbutr05ucarsvt.png
3379,4,2,"High quality garb adorned with fine golden embroidery.
Travel attire worn by nobles in the capital. Terribly faded and tattered.

Abandoning their birthplace after the Shattering, these undead wanderers are the pitiful product of unending life.",4.9,200,0,https://eldenring.fanapis.com/images/armors/17f692d6b5al0i0nbvb3a2bhklmel9.png
3380,4,2,"High quality garb adorned with fine golden embroidery.
Travel attire worn by nobles in the capital. Terribly faded and tattered.

Abandoning their birthplace after the Shattering, these undead wanderers are the pitiful product of unending life.",4.1,200,0,https://eldenring.fanapis.com/images/armors/17f697ac6cal0i0nbwibax7uqbwu4d.png
3381,5,1,"Leather hat decorated with a withered feather.
Travel attire worn by nobles in the capital, and the belonging of a family which claims a knight as an ancestor.

Abandoning their birthplace after the Shattering, these undead wanderers are the pitiful product of unending life.",3.0,3000,0,https://eldenring.fanapis.com/images/armors/17f693eea6bl0i0okx2njnrl2iildc.png
3382,4,1,"Valuable headband featuring fine goldwork.
Travel attire worn by nobles in the capital.

Abandoning their birthplace after the Shattering, these undead wanderers are the pitiful product of unending life.",1.2,200,0,https://eldenring.fanapis.com/images/armors/17f698b96d7l0i0okxivnlu37ckb6.png
3383,6,1,"Gray scarab worn directly on the head.
These scarabs roll clumps of Ashes of War during their labors.

Slightly reduces the FP cost of skills, but increases damage taken.",5.1,200,0,https://eldenring.fanapis.com/images/armors/17f69858eb0l0i0on54p2gfohha90e.png
3384,7,3,"Gloves fashioned from fine, supple cloth.
Worn by those who look to the cosmos above.

They read fate in the stars, and are said to be heirs of the glintstone sorcerers.

But alas, the night sky no longer cradles fate.",1.4,100,0,https://eldenring.fanapis.com/images/armors/17f69652c6fl0i0o5x1bsdx0d6pona.png
3385,7,1,"Hood fashioned from supple cloth.
Worn by those who look to the cosmos above.

They read fate in the stars, and are said to be heirs of the glintstone sorcerers.

But alas, the night sky no longer cradles fate.",1.7,200,0,https://eldenring.fanapis.com/images/armors/17f699271d3l0i0on6tce8ayc3kic.png
3386,7,2,"Robe fashioned from supple cloth.
Worn by those who look to the cosmos above.

They read fate in the stars, and are said to be heirs of the glintstone sorcerers.

But alas, the night sky no longer cradles fate.",6.3,100,1,https://eldenring.fanapis.com/images/armors/17f696dc24el0i0ndj4er6v25jkwqd.png
3387,7,2,"Robe fashioned from supple cloth.
Worn by those who look to the cosmos above.

They read fate in the stars, and are said to be heirs of the glintstone sorcerers.

But alas, the night sky no longer cradles fate.",5.3,100,1,https://eldenring.fanapis.com/images/armors/17f694e487fl0i0ndlkf15nkhfpgah.png
3388,7,4,"Trousers worn inside a robe.
Worn by those who look to the cosmos above.

They read fate in the stars, and are said to be heirs of the glintstone sorcerers.

But alas, the night sky no longer cradles fate.",3.9,100,0,https://eldenring.fanapis.com/images/armors/17f6975004bl0i0pf2ymcptcjn4xmk.png
3389,8,1,"Crown of Azur, primeval current sorcerer, set with a prominent blue-green glintstone.

This crown replaced Azur's brain and skull altogether, and now, removed from his body, it is all but dead. What power remains within raises the potency of Azur's primeval current sorceries at the cost of additional FP consumption.",3.6,500,0,https://eldenring.fanapis.com/images/armors/17f695b9b2bl0i0on94j5g3fwtv4f.png
3390,8,2,"A robe reserved for grand masters at the Academy of Raya Lucaria.
Corroded by blue-green glintstones.

Since the grand masters Azur and Lusat were driven from the academy, no one has achieved their formerly-held rank.",7.1,200,0,https://eldenring.fanapis.com/images/armors/17f694ffd2el0i0ndf0zrwzni9hv1.png
3391,8,3,"Manchettes corroded by blue-green glintstones.
Worn by Azur, primeval current sorcerer.

Azur had reached a near-inorganic state.",1.1,200,0,https://eldenring.fanapis.com/images/armors/17f69569ff4l0i0o5u2wskq7pesy49.png
3392,9,4,"Leather boots worn by bandits.

Light for ease of movement, and supple for masking sound. In trade, they offer little damage negation.",4.4,500,0,https://eldenring.fanapis.com/images/armors/17f6942cf80l0i0pf31ce2r8w9laqo.png
3393,9,2,"Leather garb worn by bandits.

Light for ease of movement, and supple for masking sound. In trade, they offer little damage negation.",7.7,500,0,https://eldenring.fanapis.com/images/armors/17f69989b5bl0i0ndk23xuv2wasv77.png
3394,9,3,"Manchettes made by simply wrapping dirty cloth around the arms.
Worn by bandits.",1.7,500,0,https://eldenring.fanapis.com/images/armors/17f695f7dfcl0i0o5xe2kug0vg0iiz.png
3395,10,1,"Mask of black cloth that covers the mouth.

Favored by bandits for hiding their faces, it also provides some protection against poison.",3.0,10,0,https://eldenring.fanapis.com/images/armors/17f69600328l0i0on3l3z1z6jv0lrt.png
3396,11,2,"Thick, full set of armor covering the entire body.
This armor was worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes.

These fierce warriors were each and all accomplished. Perhaps that is why, despite their territorial losses, they were still named knights.",17.5,100,0,https://eldenring.fanapis.com/images/armors/17f6935585fl0i0ne8s2gcl84asvoi.png
3397,11,2,"Thick, full set of armor covering the entire body.
This armor was worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes.

These fierce warriors were each and all accomplished. Perhaps that is why, despite their territorial losses, they were still named knights.",16.5,500,0,https://eldenring.fanapis.com/images/armors/17f69ba0a8al0i0ndi7y4hl33hny4.png
3398,11,3,"Thick, full set of armor covering the entire body.
These gauntlets were worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes.

These fierce warriors were each and all accomplished. Perhaps that is why, despite their territorial losses, they were still named knights.",5.8,500,0,https://eldenring.fanapis.com/images/armors/17f69862434l0i0o5z4v0cvfozbd5.png
3399,11,4,"Thick, full set of armor covering the entire body.
These greaves were worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes.

These fierce warriors were each and all accomplished. Perhaps that is why, despite their territorial losses, they were still named knights.",10.8,500,0,https://eldenring.fanapis.com/images/armors/17f6971934fl0i0pf3xzqx2bx77g49.png
3400,11,1,"Thick, full set of armor covering the entire body.
This helm was worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Perhaps the deep-red scarf was used to block the winds, for on the outskirts, the winds bite with a stinging fierceness.",7.5,500,0,https://eldenring.fanapis.com/images/armors/17f69ac8d83l0i0on9b78j283zdb3c.png
3401,11,1,"Thick, full set of armor covering the entire body.
This helm was worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes.

These fierce warriors were each and all accomplished. Perhaps that is why, despite their territorial losses, they were still named knights.",7.1,100,0,https://eldenring.fanapis.com/images/armors/17f6948386bl0i0on4t6xzj16dejzm.png
3402,12,4,"Legwraps worn by scholars of the Raya Lucaria Academy, tattered from being worn on the battlefield.",2.5,1000,0,https://eldenring.fanapis.com/images/armors/17f6939586bl0i0pf342a1vm5kkewl.png
3403,12,3,"Manchettes worn by scholars of the Raya Lucaria Academy, tattered from being worn on the battlefield.",1.1,200,0,https://eldenring.fanapis.com/images/armors/17f695766c8l0i0o5wasui4pl06qia.png
3404,12,2,"Robe worn by scholars of the Raya Lucaria Academy scholar, tattered from being worn on the battlefield.

Whenever war broke out and the academy sealed its gates, only Haima's scholars dared venture outside.
Seclusion is no way to foster discovery; it is only a convenient form of escape.",4.1,200,0,https://eldenring.fanapis.com/images/armors/17f69965516l0i0ndhqx8pi2kbhe8d.png
3405,13,2,"Silver armor engraved with tiny beasts.
Worn by Bernahl the Recusant.

Beasts are drawn to champions, and to lords. And this armor befits a champion worthy of becoming a lord. And that is what Bernahl was.

Until his maiden threw herself into the fire.",17.5,1000,1,https://eldenring.fanapis.com/images/armors/17f694178c9l0i0ndn4e10pcg63tee.png
3406,13,2,"Silver armor engraved with tiny beasts.
Worn by Bernahl the Recusant.

Beasts are drawn to champions, and to lords. And this armor befits a champion worthy of becoming a lord. And that is what Bernahl was.

Until his maiden threw herself into the fire.",16.4,2000,1,https://eldenring.fanapis.com/images/armors/17f69391b3bl0i0ndt4c0it6kwlyag.png
3407,13,3,"Silver gauntlets engraved with tiny beasts.
Worn by Bernahl the Recusant.

Beasts are drawn to champions, and to lords. And this armor befits a champion worthy of becoming a lord. And that is what Bernahl was.

Until his maiden threw herself into the fire.",5.8,100,0,https://eldenring.fanapis.com/images/armors/17f695c02ebl0i0o6gegz5qdy7kztd.png
3408,13,4,"Silver greaves engraved with tiny beasts.
Worn by Bernahl the Recusant.

Beasts are drawn to champions, and to lords. And this armor befits a champion worthy of becoming a lord. And that is what Bernahl was.

Until his maiden threw herself into the fire.",10.8,500,0,https://eldenring.fanapis.com/images/armors/17f69be35f5l0i0pf697dz3w77lres.png
3409,13,1,"Silver helm engraved with tiny beasts.
Worn by Bernahl the Recusant.

The beasts, their eyes and ears covered, represent an oath: ""See nothing, hear nothing, doubt nothing, and carry on, along the path set in stone.""",7.5,1000,0,https://eldenring.fanapis.com/images/armors/17f69b5a95cl0i0onb5s3gw477p75.png
3410,14,1,"Mask forced on a victim's head to lend torture an extra degree of cruelty.
It magnifies one's fears and makes them acutely aware of all forms of pain.

Raises attack power when the wearer suffers from madness.

When the Black Dumpling goes on, the torturer no longer seeks answers; only to inflict suffering without hope of relief.",2.7,100,0,https://eldenring.fanapis.com/images/armors/17f695d037el0i0on3psdxvuouz67s.png
3411,10,1,"Hood of lusterless black fabric that conceals its wearer's identity.

In this world, there is very little that must necessarily be known.",3.0,200,0,https://eldenring.fanapis.com/images/armors/17f69c20d31l0i0on75g02np9ldmub.png
3412,15,2,"Scale armor used by the Black Knife Assassins, forged to make no sound.

Traces of power yet remain in its concealing veil, which muffles the sound of footsteps.

The assassins that carried out the deeds of the Night of the Black Knives were all women, and rumored to be Numen who had close ties with Marika herself.",9.2,1000,1,https://eldenring.fanapis.com/images/armors/17f696d739fl0i0ndpwqkk3g89lpk.png
3413,15,2,"Armor used by the Black Knife Assassins.
Crafted with scale armor that makes no sound.

The assassins that carried out the deeds of the Night of the Black Knives were all women, and rumored to be Numen who had close ties with Marika herself.",9.0,2000,1,https://eldenring.fanapis.com/images/armors/17f6937143al0i0neejcyw9x5dlcff.png
3414,15,3,"Gauntlets used by the Black Knife Assassins.
Crafted with scale armor that makes no sound.

The assassins that carried out the deeds of the Night of the Black Knives were all women, and rumored to be Numen who had close ties with Marika herself.",3.1,500,0,
3415,15,4,"Greaves used by the Black Knife Assassins.
Crafted with scale armor that makes no sound.

The assassins that carried out the deeds of the Night of the Black Knives were all women, and rumored to be Numen who had close ties with Marika herself.",5.7,500,0,
3416,15,1,"Hood used by the Black Knife Assassins.

The assassins that carried out the deeds of the Night of the Black Knives were all women, and rumored to be Numen who had close ties with Marika herself.",3.8,1000,0,
3417,16,1,"A mask fashioned after the head of a black wolf.

Relic of an assassin who assumed the guise of Ranni the Witch's loyal shadow. The likeness is striking.",5.9,200,0,https://eldenring.fanapis.com/images/armors/17f6965c7afl0i0oors9r1s1ulmh1p.png
3418,17,2,"Black iron armor adorned with ashen cloth.
Attire of the Blackflame Monks.

The Blackflame Monks, enthralled by the god-slaying black flame, became traitors, abandoning their posts as guardians. The seduction of a taboo is never easily spurned.",11.8,100,0,https://eldenring.fanapis.com/images/armors/17f6978a0d3l0i0nfv5cv59797t18.png
3419,17,3,"Black iron gauntlets featuring a flame motif.
Attire of the Blackflame Monks.

The Blackflame Monks, enthralled by the god-slaying black flame, became traitors, abandoning their posts as guardians. The seduction of a taboo is never easily spurned.",3.9,200,0,https://eldenring.fanapis.com/images/armors/17f694f3eadl0i0o7mtggrz1ofisub.png
3420,17,4,"Black iron greaves featuring a flame motif.
Attire of the Blackflame Monks.

The Blackflame Monks, enthralled by the god-slaying black flame, became traitors, abandoning their posts as guardians. The seduction of a taboo is never easily spurned.",7.3,200,0,
3421,17,1,"Mail hood of iron links covering a headband
engraved with flames. Attire of the Blackflame Monks.

The Blackflame Monks, enthralled by the god-slaying black flame, became traitors, abandoning their posts as guardians. The seduction of a taboo is never easily spurned.",4.0,200,0,https://eldenring.fanapis.com/images/armors/17f695e29e2l0i0op3yqenk2g551h9.png
3422,18,1,"Iron mask forced on convicted prisoners.
Worn by the blackguard Big Boggart.

To Boggart, the mask made him all the more threatening, and helped him get what he wanted. But it was also a mirror of his emptiness.",6.2,500,0,https://eldenring.fanapis.com/images/armors/17f69b1c4d5l0i0ooxx6c6v58994m2.png
3423,16,2,"Well-worn black armor of the man-wolf Blaidd.

The pelt serves as a cape, protecting from cold.
Blaidd was the blade of Ranni, but the cold bothered him anyway.",13.7,200,1,https://eldenring.fanapis.com/images/armors/17f6960eae6l0i0nfy8iinlzz27.png
3424,16,2,"Well-worn black armor of the man-wolf Blaidd.

Blaidd, who served as Ranni's shadow, was a loyal ally who would defy destiny itself if it would have him turn upon his Lady.",12.5,200,1,https://eldenring.fanapis.com/images/armors/17f695d4d39l0i0nfv30z1i34pnvzqf.png
3425,16,3,"Well-worn black gauntlets of the man-wolf Blaidd.

Blaidd, who served as Ranni's shadow, was a loyal ally who would defy destiny itself if it would have him turn upon his Lady.",4.6,100,0,https://eldenring.fanapis.com/images/armors/17f695d9337l0i0o7r1gta915accj.png
3426,16,4,"Well-worn black greaves of the man-wolf Blaidd.

Blaidd, who served as Ranni's shadow, was a loyal ally who would defy destiny itself if it would have him turn upon his Lady.",8.5,100,0,https://eldenring.fanapis.com/images/armors/17f698db294l0i0pfbl9pw0tl3d08i.png
3427,19,2,"Metal armor with a jutting breastplate.
Worn by the Bloodhound Knights.

The Bloodhound Knights are trained as hunters and known to be unshakable trackers.

Without the use of language, each knight chooses his own master.
Once the decision has been made, the knight stays loyal for life.",10.6,200,1,https://eldenring.fanapis.com/images/armors/17f69756830l0i0nfv30b2rsq1b3p5.png
3428,19,2,"Metal armor with a jutting breastplate.
Worn by the Bloodhound Knights.

The Bloodhound Knights are trained as hunters and known to be unshakable trackers.

Without the use of language, each knight chooses his own master.
Once the decision has been made, the knight stays loyal for life.",9.6,200,1,https://eldenring.fanapis.com/images/armors/17f6930b5f4l0i0nfs4e48erx5y37e.png
3429,19,3,"Metal gauntlets of the Bloodhound Knights.

The Bloodhound Knights are trained as hunters and known to be unshakable trackers.

Without the use of language, each knight chooses his own master.
Once the decision has been made, the knight stays loyal for life.",3.5,1000,0,https://eldenring.fanapis.com/images/armors/17f69600773l0i0o7unm0v4n59mz9d.png
3430,19,4,"Metal greaves of the Bloodhound Knights.

The Bloodhound Knights are trained as hunters and known to be unshakable trackers.

Without the use of language, each knight chooses his own master.
Once the decision has been made, the knight stays loyal for life.",6.6,2000,0,https://eldenring.fanapis.com/images/armors/17f69b0ad55l0i0pgu633svhfssih.png
3431,19,1,"Metal helm with a pointed beak.
Worn by the Bloodhound Knights.

The Bloodhound Knights are trained as hunters and known to be unshakable trackers.

Without the use of language, each knight chooses his own master.
Once the decision has been made, the knight stays loyal for life.",4.6,200,0,https://eldenring.fanapis.com/images/armors/17f69af9da6l0i0ooxmok4mxl6swwr.png
3432,20,3,"Manchettes formed from tightly-wound bandages soaked through with blood.

Any protection is welcome for the festering arms beneath.",1.4,500,0,https://eldenring.fanapis.com/images/armors/17f69b9eb6bl0i0o7tl4067pzud217.png
3433,20,1,"Mask formed from tightly-wound bandages soaked through with blood.

Even the most ghastly cover is more inviting than the festering face beneath.",2.2,1000,0,https://eldenring.fanapis.com/images/armors/17f6966b53cl0i0oosmb5p6q5qdlie.png
3434,21,2,"Padded cloth armor with indelible bloodstains around the neck.

Worn by headless foot soldiers who endlessly guard the Wandering Mausoleum.",8.3,100,0,https://eldenring.fanapis.com/images/armors/17f694aa574l0i0nfrfjfovdfsmoob.png
3435,22,1,"Cowl of a nomadic warrior.
The blue color of its fabric symbolizes brisk waters, as fluid and flowing as the sword in the hand of its wearer.

Just as still waters turn foul, stagnation leads to decay.
Warriors must remain ever drifting.",2.7,100,0,https://eldenring.fanapis.com/images/armors/17f69a0e9c3l0i0op85xko5kr7u06j.png
3436,22,2,"Vest of a nomadic warrior.
The blue color of its fabric symbolizes brisk waters, as fluid and flowing as the sword in the hand of its wearer.

Just as still waters turn foul, stagnation leads to decay.
Warriors must remain ever drifting.",7.7,500,0,https://eldenring.fanapis.com/images/armors/17f692f8268l0i0ng2x7ww9rwst8uv.png
3437,23,2,"Ceremonial garb worn by dancers at the festivities in Dominula, the village of windmills.

Use of this garb, dyed in a stunning blue, is only permitted for the young maids who play the central role in the festival.",4.1,500,0,https://eldenring.fanapis.com/images/armors/17f697cd43al0i0ng1v05yt93pykiy.png
3438,23,1,"Hood worn by dancers at the festivities in Dominula, the village of windmills.

Use of this hood, dyed in a stunning blue, is only permitted for the young maids who play the central role in the festival.",1.7,10,0,https://eldenring.fanapis.com/images/armors/17f69406c8bl0i0ooy9wkif1vedtms.png
3439,24,3,"Bracelets crafted with blue silver.
Worn by the wolf-riding Albinauric archers.

Blue silver is a metal born from the same mother as the archers themselves, and provides protection from magic and frost.",2.1,200,0,https://eldenring.fanapis.com/images/armors/17f69b50907l0i0o7utskwb58lgaii.png
3440,24,2,"Chainmail armor crafted with blue silver.
Worn by the wolf-riding Albinauric archers.

Blue silver is a metal born from the same mother as the archers themselves, and provides protection from magic and frost.",9.2,100,1,https://eldenring.fanapis.com/images/armors/17f69470de4l0i0ng3qcwe0r963svq.png
3441,24,2,"Chainmail armor crafted with blue silver.
Worn by the wolf-riding Albinauric archers.

Blue silver is a metal born from the same mother as the archers themselves, and provides protection from magic and frost.",8.5,200,1,https://eldenring.fanapis.com/images/armors/17f69b8ac34l0i0ng1cl9m395exm9.png
3442,24,1,"Chainmail hood crafted with blue silver.
Worn by the wolf-riding Albinauric archers.

Blue silver is a metal born from the same mother as the archers themselves, and provides protection from magic and frost.",3.8,200,0,https://eldenring.fanapis.com/images/armors/17f6957a63fl0i0oovz7b4oy8p5sg5.png
3443,24,4,"Chainmail skirt crafted with blue silver.
Worn by the wolf-riding Albinauric archers.

Blue silver is a metal born from the same mother as the archers themselves, and provides protection from magic and frost.",5.5,200,0,https://eldenring.fanapis.com/images/armors/17f69a9a3c2l0i0pgoafeupih2koyi.png
3444,25,2,"Battlewear fashioned from leather armor
adorned with a large sheet of cloth.
Garb worn by warriors of the frigid uplands.

The red cloth signifies participation in the
Long March long, long ago and this ceremonial
garb beseeches the favor of the Warrior King
who led them.",4.1,500,0,https://eldenring.fanapis.com/images/armors/17f69afe5b2l0i0nhch0j37nxu532xb.png
3445,25,2,"Helm wrapped in thick leather.
Garb worn by warriors of the frigid uplands.",3.2,500,0,https://eldenring.fanapis.com/images/armors/17f6997525al0i0nhjhufowjmfwto.png
3446,25,3,"Gauntlets wrapped in thick leather.
Garb worn by warriors of the frigid uplands.

Has a fur lining which excels at keeping
the cold at bay.",0.8,500,0,https://eldenring.fanapis.com/images/armors/17f6958f14el0i0o7rcnxhisq53oq8.png
3447,25,1,"Warrior's headband of woven leather.
Garb worn by warriors of the frigid uplands.

The small flags, white cloths and sheaves of wheat
often found hung from these headbands are
prayers of farewell from the people of their home.
In bidding farewell to warriors departing on
a journey from which they aren't like to return,
this small act offers only meager relief.",1.0,1000,0,https://eldenring.fanapis.com/images/armors/17f69477d43l0i0oqqtcyx0gj0km2q.png
3448,25,1,"Battlewear wrapped in thick leather.
Garb worn by warriors of the frigid uplands.",3.8,500,0,https://eldenring.fanapis.com/images/armors/17f69b13128l0i0or2eokpqdvdmv2b.png
3449,25,4,"Greaves wrapped in thick leather.
Garb worn by warriors of the frigid uplands.

Has a fur lining which excels at keeping
the cold at bay.",3.1,500,0,https://eldenring.fanapis.com/images/armors/17f6955d1bbl0i0pgoujy78n1z704.png
3450,26,2,"Battered iron armor from a foreign land.
Worn by Elemer of the Briar.

The winding, rusted iron briars are a mark of the guilty, and typically indicate a sentence of death. They also cause this armor to deal damage when performing dodge rolls.

Elemer murdered numerous instructors and merchants, and was known as the Bell Bearing Hunter.",11.8,2000,1,https://eldenring.fanapis.com/images/armors/17f69bd3117l0i0nhi5aujkgurxk7s.png
3451,26,2,"Battered iron armor from a foreign land.
Worn by Elemer of the Briar.

The winding, rusted iron briars are a mark of the guilty, and typically indicate a sentence of death. They also cause this armor to deal damage when performing dodge rolls.

Elemer murdered numerous instructors and merchants, and was known as the Bell Bearing Hunter.",10.7,500,1,https://eldenring.fanapis.com/images/armors/17f69a0b826l0i0nhemarkphpvbzxt.png
3452,26,3,"Battered gauntlets from a foreign land.
Worn by Elemer of the Briar.

The winding, rusted iron briars are a mark of the guilty, and typically indicate a sentence of death. They also cause this armor to deal damage when performing dodge rolls.

Elemer murdered numerous instructors and merchants, and was known as the Bell Bearing Hunter.",3.9,2000,0,https://eldenring.fanapis.com/images/armors/17f693143a2l0i0o7sb9iurg2imsc.png
3453,26,4,"Battered greaves from a foreign land.
Worn by Elemer of the Briar.

The winding, rusted iron briars are a mark of the guilty, and typically indicate a sentence of death. They also cause this armor to deal damage when performing dodge rolls.

Elemer murdered numerous instructors and merchants, and was known as the Bell Bearing Hunter.",7.3,2000,0,https://eldenring.fanapis.com/images/armors/17f69372895l0i0pgognb3zh05oyi.png
3454,26,1,"Battered iron helm from a foreign land.
Worn by Elemer of the Briar.

The winding, rusted iron briars are a mark of the guilty, and typically indicate a sentence of death. They also cause this armor to deal damage when performing dodge rolls.

Elemer murdered numerous instructors and merchants, and was known as the Bell Bearing Hunter.",5.1,1000,0,https://eldenring.fanapis.com/images/armors/17f69a0c78cl0i0oqxlf9xbqjdg8.png
3455,27,2,"Great Horned Tragoth's armor. Covers its wearer with a pair of giant horns, providing staunch poise.

Tragoth is a famed knight of assistance. Countless Tarnished, facing adversity in the Lands Between, have survived thanks only to the Great Horned One's aid.",26.5,200,0,https://eldenring.fanapis.com/images/armors/17f69a8a3f0l0i0nhqn02vvk1xgq65q.png
3456,27,3,"Great Horned Tragoth's gauntlets, adorned with a gold bull-goat motif. Provide high poise.

Tragoth is a famed knight of assistance. Countless Tarnished, facing adversity in the Lands Between, have survived thanks only to the Great Horned One's aid.",8.8,200,0,https://eldenring.fanapis.com/images/armors/17f69a9b4adl0i0o7ta34gq0aep43h.png
3457,27,4,"Great Horned Tragoth's greaves, adorned with a gold bull-goat motif. Provide high poise.

Tragoth is a famed knight of assistance. Countless Tarnished, facing adversity in the Lands Between, have survived thanks only to the Great Horned One's aid.",16.4,100,0,https://eldenring.fanapis.com/images/armors/17f69387d24l0i0ph15szdiegzloyc.png
3458,27,1,"Great Horned Tragoth's helm, adorned with a gold bull-goat motif. Provides high poise.

Tragoth is a famed knight of assistance. Countless Tarnished, facing adversity in the Lands Between, have survived thanks only to the Great Horned One's aid.",11.3,200,0,https://eldenring.fanapis.com/images/armors/17f69654befl0i0oqpddt81oyl2ymq.png
3459,28,2,"Armor of the enchanted knights that once served the Carian royal family.

The enchanted knights, anointed by the Lunar Queen, were all heroes of the highest honors, but fell into disarray with the decline of the royal family.",10.4,500,1,https://eldenring.fanapis.com/images/armors/17f6971b296l0i0nhfp8qwuekeaesn.png
3460,28,2,"Armor of the enchanted knights that once served the Carian royal family.

The enchanted knights, anointed by the Lunar Queen, were all heroes of the highest honors, but fell into disarray with the decline of the royal family.",9.7,500,1,https://eldenring.fanapis.com/images/armors/17f697f035fl0i0nhj9wfzbt4cchj.png
3461,28,3,"Gauntlets of the enchanted knights that once served the Carian royal family.

The enchanted knights, anointed by the Lunar Queen, were all heroes of the highest honors, but fell into disarray with the decline of the royal family.",3.5,500,0,https://eldenring.fanapis.com/images/armors/17f69b923f1l0i0o7wiqlqbak2haqc.png
