id,type_id,name
73,1,Keen Wakizashi
74,1,Quality Wakizashi
75,1,Fire Wakizashi
76,1,Flame Art Wakizashi
77,1,Lightning Wakizashi
78,1,Sacred Wakizashi
79,1,Magic Wakizashi
80,1,Cold Wakizashi
81,1,Poison Wakizashi
82,1,Blood Wakizashi
83,1,Occult Wakizashi
84,1,Cinquedea
85,1,Ivory Sickle
86,1,Bloodstained Dagger
87,1,Heavy Bloodstained Dagger
88,1,Keen Bloodstained Dagger
89,1,Quality Bloodstained Dagger
90,1,Fire Bloodstained Dagger
91,1,Flame Art Bloodstained Dagger
92,1,Lightning Bloodstained Dagger
93,1,Sacred Bloodstained Dagger
94,1,Magic Bloodstained Dagger
95,1,Cold Bloodstained Dagger
96,1,Poison Bloodstained Dagger
97,1,Blood Bloodstained Dagger
98,1,Occult Bloodstained Dagger
99,1,Erdsteel Dagger
100,1,Heavy Erdsteel Dagger
101,1,Keen Erdsteel Dagger
102,1,Quality Erdsteel Dagger
103,1,Fire Erdsteel Dagger
104,1,Flame Art Erdsteel Dagger
105,1,Lightning Erdsteel Dagger
106,1,Sacred Erdsteel Dagger
107,1,Magic Erdsteel Dagger
108,1,Cold Erdsteel Dagger
109,1,Poison Erdsteel Dagger
110,1,Blood Erdsteel Dagger
111,1,Occult Erdsteel Dagger
112,1,Blade of Calling
113,1,Longsword
114,1,Heavy Longsword
115,1,Keen Longsword
116,1,Quality Longsword
117,1,Fire Longsword
118,1,Flame Art Longsword
119,1,Lightning Longsword
120,1,Sacred Longsword
121,1,Magic Longsword
122,1,Cold Longsword
123,1,Poison Longsword
124,1,Bloody Longsword
125,1,Occult Longsword
126,1,Short Sword
127,1,Heavy Short Sword
128,1,Keen Short Sword
129,1,Quality Short Sword
130,1,Fire Short Sword
131,1,Flame Art Short Sword
132,1,Lightning Short Sword
133,1,Sacred Short Sword
134,1,Magic Short Sword
135,1,Cold Short Sword
136,1,Poison Short Sword
137,1,Blood Short Sword
138,1,Occult Short Sword
139,1,Broadsword
140,1,Heavy Broadsword
141,1,Keen Broadsword
142,1,Quality Broadsword
143,1,Fire Broadsword
144,1,Flame Art Broadsword
145,1,Lightning Broadsword
146,1,Sacred Broadsword
147,1,Magic Broadsword
148,1,Cold Broadsword
149,1,Poison Broadsword
150,1,Blood Broadsword
151,1,Occult Broadsword
152,1,Lordsworn's Straight Sword
153,1,Lordsworn's Heavy Straight Sword
154,1,Lordsworn's Keen Straight Sword
155,1,Lordsworn's Quality Straight Sword
156,1,Lordsworn's Fire Straight Sword
157,1,Lordsworn's Flame Art Straight Sword
158,1,Lordsworn's Lightning Straight Sword
159,1,Lordsworn's Sacred Straight Sword
160,1,Lordsworn's Magic Straight Sword
161,1,Lordsworn's Cold Straight Sword
162,1,Lordsworn's Poison Straight Sword
163,1,Lordsworn's Blood Straight Sword
164,1,Lordsworn's Occult Straight Sword
165,1,Weathered Straight Sword
166,1,Weathered Heavy Straight Sword
167,1,Weathered Keen Straight Sword
168,1,Weathered Quality Straight Sword
169,1,Weathered Fire Straight Sword
170,1,Weathered Flame Art Straight Sword
171,1,Weathered Lightning Straight Sword
172,1,Weathered Sacred Straight Sword
173,1,Weathered Magic Straight Sword
174,1,Weathered Cold Straight Sword
175,1,Weathered Poison Straight Sword
176,1,Weathered Blood Straight Sword
177,1,Weathered Occult Straight Sword
178,1,Ornamental Straight Sword
179,1,Golden Epitaph
180,1,Nox Flowing Sword
181,1,Inseparable Sword
182,1,Coded Sword
183,1,Sword of Night and Flame
184,1,Crystal Sword
185,1,Carian Knight's Sword
186,1,Sword of St. Trina
187,1,Miquellan Knight's Sword
188,1,Cane Sword
189,1,Heavy Cane Sword
190,1,Keen Cane Sword
191,1,Quality Cane Sword
192,1,Fire Cane Sword
193,1,Flame Art Cane Sword
194,1,Lightning Cane Sword
195,1,Sacred Cane Sword
196,1,Magic Cane Sword
197,1,Cold Cane Sword
198,1,Poison Cane Sword
199,1,Blood Cane Sword
200,1,Occult Cane Sword
201,1,Regalia of Eochaid
202,1,Noble's Slender Sword
203,1,Noble's Heavy Slender Sword
204,1,Noble's Keen Slender Sword
205,1,Noble's Quality Slender Sword
206,1,Noble's Fire Slender Sword
207,1,Noble's Flame Art Slender Sword
208,1,Noble's Lightning Slender Sword
209,1,Noble's Sacred Slender Sword
210,1,Noble's Magic Slender Sword
211,1,Noble's Cold Slender Sword
212,1,Noble's Poison Slender Sword
213,1,Noble's Blood Slender Sword
214,1,Noble's Occult Slender Sword
215,1,Warhawk's Talon
216,1,Warhawk's Heavy Talon
217,1,Warhawk's Keen Talon
218,1,Warhawk's Quality Talon
219,1,Warhawk's Fire Talon
220,1,Warhawk's Flame Art Talon
221,1,Warhawk's Lightning Talon
222,1,Warhawk's Sacred Talon
223,1,Warhawk's Magic Talon
224,1,Warhawk's Cold Talon
225,1,Warhawk's Poison Talon
226,1,Warhawk's Blood Talon
227,1,Warhawk's Occult Talon
228,1,Lazuli Glintstone Sword
229,1,Rotten Crystal Sword
230,1,Bastard Sword
231,1,Heavy Bastard Sword
232,1,Keen Bastard Sword
233,1,Quality Bastard Sword
234,1,Fire Bastard Sword
235,1,Flame Art Bastard Sword
236,1,Lightning Bastard Sword
237,1,Sacred Bastard Sword
238,1,Magic Bastard Sword
239,1,Cold Bastard Sword
240,1,Poison Bastard Sword
241,1,Bloody Bastard Sword
242,1,Occult Bastard Sword
243,1,Forked Greatsword
244,1,Heavy Forked Greatsword
245,1,Keen Forked Greatsword
246,1,Quality Forked Greatsword
247,1,Fire Forked Greatsword
248,1,Flame Art Forked Greatsword
249,1,Lightning Forked Greatsword
250,1,Sacred Forked Greatsword
251,1,Magic Forked Greatsword
252,1,Cold Forked Greatsword
253,1,Poison Forked Greatsword
254,1,Blood Forked Greatsword
255,1,Occult Forked Greatsword
256,1,Iron Greatsword
257,1,Heavy Iron Greatsword
258,1,Keen Iron Greatsword
259,1,Quality Iron Greatsword
260,1,Fire Iron Greatsword
261,1,Flame Art Iron Greatsword
262,1,Lightning Iron Greatsword
263,1,Sacred Iron Greatsword
264,1,Magic Iron Greatsword
265,1,Cold Iron Greatsword
266,1,Poison Iron Greatsword
267,1,Blood Iron Greatsword
268,1,Occult Iron Greatsword
269,1,Lordsworn's Greatsword
270,1,Lordsworn's Heavy Greatsword
271,1,Lordsworn's Keen Greatsword
272,1,Lordsworn's Quality Greatsword
273,1,Lordsworn's Fire Greatsword
274,1,Lordsworn's Flame Art Greatsword
275,1,Lordsworn's Lightning Greatsword
276,1,Lordsworn's Sacred Greatsword
277,1,Lordsworn's Magic Greatsword
278,1,Lordsworn's Cold Greatsword
279,1,Lordsworn's Poison Greatsword
280,1,Lordsworn's Blood Greatsword
281,1,Lordsworn's Occult Greatsword
282,1,Knight's Greatsword
283,1,Knight's Heavy Greatsword
284,1,Knight's Keen Greatsword
285,1,Knight's Quality Greatsword
286,1,Knight's Fire Greatsword
287,1,Knight's Flame Art Greatsword
288,1,Knight's Lightning Greatsword
289,1,Knight's Sacred Greatsword
290,1,Knight's Magic Greatsword
291,1,Knight's Cold Greatsword
292,1,Knight's Poison Greatsword
293,1,Knight's Blood Greatsword
294,1,Knight's Occult Greatsword
295,1,Flamberge
296,1,Heavy Flamberge
297,1,Keen Flamberge
298,1,Quality Flamberge
299,1,Fire Flamberge
300,1,Flame Art Flamberge
301,1,Lightning Flamberge
302,1,Sacred Flamberge
303,1,Magic Flamberge
304,1,Cold Flamberge
305,1,Poison Flamberge
306,1,Blood Flamberge
307,1,Occult Flamberge
308,1,Ordovis's Greatsword
309,1,Alabaster Lord's Sword
310,1,Banished Knight's Greatsword
311,1,Banished Knight's Heavy Greatsword
312,1,Banished Knight's Keen Greatsword
313,1,Banished Knight's Quality Greatsword
314,1,Banished Knight's Fire Greatsword
315,1,Banished Knight's Flame Art Greatsword
316,1,Banished Knight's Lightning Greatsword
317,1,Banished Knight's Sacred Greatsword
318,1,Banished Knight's Magic Greatsword
319,1,Banished Knight's Cold Greatsword
320,1,Banished Knight's Poison Greatsword
321,1,Banished Knight's Blood Greatsword
322,1,Banished Knight's Occult Greatsword
323,1,Dark Moon Greatsword
324,1,Sacred Relic Sword
325,1,Helphen's Steeple
326,1,Blasphemous Blade
327,1,Marais Executioner's Sword
328,1,Sword of Milos
329,1,Golden Order Greatsword
330,1,Claymore
331,1,Heavy Claymore
332,1,Keen Claymore
333,1,Quality Claymore
334,1,Fire Claymore
335,1,Flame Art Claymore
336,1,Lightning Claymore
337,1,Sacred Claymore
338,1,Magic Claymore
339,1,Cold Claymore
340,1,Poison Claymore
341,1,Blood Claymore
342,1,Occult Claymore
343,1,Gargoyle's Greatsword
344,1,Gargoyle's Heavy Greatsword
345,1,Gargoyle's Keen Greatsword
346,1,Gargoyle's Quality Greatsword
347,1,Gargoyle's Fire Greatsword
348,1,Gargoyle's Flame Art Greatsword
349,1,Gargoyle's Lightning Greatsword
350,1,Gargoyle's Sacred Greatsword
351,1,Gargoyle's Magic Greatsword
352,1,Gargoyle's Cold Greatsword
353,1,Gargoyle's Poison Greatsword
354,1,Gargoyle's Blood Greatsword
355,1,Gargoyle's Occult Greatsword
356,1,Death's Poker
357,1,Gargoyle's Blackblade
358,1,Greatsword
359,1,Heavy Greatsword
360,1,Keen Greatsword
361,1,Quality Greatsword
362,1,Fire Greatsword
363,1,Flame Art Greatsword
364,1,Lightning Greatsword
365,1,Sacred Greatsword
366,1,Magic Greatsword
367,1,Cold Greatsword
368,1,Poison Greatsword
369,1,Blood Greatsword
370,1,Occult Greatsword
371,1,Watchdog's Greatsword
372,1,Watchdog's Heavy Greatsword
373,1,Watchdog's Keen Greatsword
374,1,Watchdog's Quality Greatsword
375,1,Watchdog's Fire Greatsword
376,1,Watchdog's Flame Art Greatsword
377,1,Watchdog's Lightning Greatsword
378,1,Watchdog's Sacred Greatsword
379,1,Watchdog's Magic Greatsword
380,1,Watchdog's Cold Greatsword
381,1,Watchdog's Poison Greatsword
382,1,Watchdog's Blood Greatsword
383,1,Watchdog's Occult Greatsword
384,1,Maliketh's Black Blade
385,1,Troll's Golden Sword
386,1,Troll's Golden Heavy Sword
387,1,Troll's Golden Keen Sword
388,1,Troll's Golden Quality Sword
389,1,Troll's Golden Fire Sword
390,1,Troll's Golden Flame Art Sword
391,1,Troll's Golden Lightning Sword
392,1,Troll's Golden Sacred Sword
393,1,Troll's Golden Magic Sword
394,1,Troll's Golden Cold Sword
395,1,Troll's Golden Poison Sword
396,1,Troll's Golden Blood Sword
397,1,Troll's Golden Occult Sword
398,1,Zweihander
399,1,Heavy Zweihander
400,1,Keen Zweihander
401,1,Quality Zweihander
402,1,Fire Zweihander
403,1,Flame Art Zweihander
404,1,Lightning Zweihander
405,1,Sacred Zweihander
406,1,Magic Zweihander
407,1,Cold Zweihander
408,1,Poison Zweihander
409,1,Blood Zweihander
410,1,Occult Zweihander
411,1,Starscourge Greatsword
412,1,Royal Greatsword
413,1,Godslayer's Greatsword
414,1,Ruins Greatsword
415,1,Grafted Blade Greatsword
416,1,Troll Knight's Sword
417,1,Estoc
418,1,Heavy Estoc
419,1,Keen Estoc
420,1,Quality Estoc
421,1,Fire Estoc
422,1,Flame Art Estoc
423,1,Lightning Estoc
424,1,Sacred Estoc
425,1,Magic Estoc
426,1,Cold Estoc
427,1,Poison Estoc
428,1,Blood Estoc
429,1,Occult Estoc
430,1,Cleanrot Knight's Sword
431,1,Cleanrot Knight's Heavy Sword
432,1,Cleanrot Knight's Keen Sword
433,1,Cleanrot Knight's Quality Sword
434,1,Cleanrot Knight's Fire Sword
435,1,Cleanrot Knight's Flame Art Sword
436,1,Cleanrot Knight's Lightning Sword
437,1,Cleanrot Knight's Sacred Sword
438,1,Cleanrot Knight's Magic Sword
439,1,Cleanrot Knight's Cold Sword
440,1,Cleanrot Knight's Poison Sword
441,1,Cleanrot Knight's Blood Sword
442,1,Cleanrot Knight's Occult Sword
443,1,Rapier
444,1,Heavy Rapier
445,1,Keen Rapier
446,1,Quality Rapier
447,1,Fire Rapier
448,1,Flame Art Rapier
449,1,Lightning Rapier
450,1,Sacred Rapier
451,1,Magic Rapier
452,1,Cold Rapier
453,1,Poison Rapier
454,1,Blood Rapier
455,1,Occult Rapier
456,1,Rogier's Rapier
457,1,Rogier's Heavy Rapier
458,1,Rogier's Keen Rapier
459,1,Rogier's Quality Rapier
460,1,Rogier's Fire Rapier
461,1,Rogier's Flame Art Rapier
462,1,Rogier's Lightning Rapier
463,1,Rogier's Sacred Rapier
464,1,Rogier's Magic Rapier
465,1,Rogier's Cold Rapier
466,1,Rogier's Poison Rapier
467,1,Rogier's Blood Rapier
468,1,Rogier's Occult Rapier
469,1,Antspur Rapier
470,1,Heavy Antspur Rapier
471,1,Keen Antspur Rapier
472,1,Quality Antspur Rapier
473,1,Fire Antspur Rapier
474,1,Flame Art Antspur Rapier
475,1,Lightning Antspur Rapier
476,1,Sacred Antspur Rapier
477,1,Magic Antspur Rapier
478,1,Cold Antspur Rapier
479,1,Poison Antspur Rapier
480,1,Blood Antspur Rapier
481,1,Occult Antspur Rapier
482,1,Frozen Needle
483,1,Noble's Estoc
484,1,Noble's Heavy Estoc
485,1,Noble's Keen Estoc
486,1,Noble's Quality Estoc
487,1,Noble's Fire Estoc
488,1,Noble's Flame Art Estoc
489,1,Noble's Lightning Estoc
490,1,Noble's Sacred Estoc
491,1,Noble's Magic Estoc
492,1,Noble's Cold Estoc
493,1,Noble's Poison Estoc
494,1,Noble's Blood Estoc
495,1,Noble's Occult Estoc
496,1,Bloody Helice
497,1,Godskin Stitcher
498,1,Heavy Godskin Stitcher
499,1,Keen Godskin Stitcher
500,1,Quality Godskin Stitcher
501,1,Fire Godskin Stitcher
502,1,Flame Art Godskin Stitcher
503,1,Lightning Godskin Stitcher
504,1,Sacred Godskin Stitcher
505,1,Magic Godskin Stitcher
506,1,Cold Godskin Stitcher
507,1,Poison Godskin Stitcher
508,1,Blood Godskin Stitcher
509,1,Occult Godskin Stitcher
510,1,Great Épée
511,1,Heavy Great Épée
512,1,Keen Great Épée
513,1,Quality Great Épée
514,1,Fire Great Épée
515,1,Flame Art Great Épée
516,1,Lightning Great Épée
517,1,Sacred Great Épée
518,1,Magic Great Épée
519,1,Cold Great Épée
520,1,Poison Great Épée
521,1,Blood Great Épée
522,1,Occult Great Épée
523,1,Dragon King's Cragblade
524,1,Falchion
525,1,Heavy Falchion
526,1,Keen Falchion
527,1,Quality Falchion
528,1,Fire Falchion
529,1,Flame Art Falchion
530,1,Lightning Falchion
531,1,Sacred Falchion
532,1,Magic Falchion
533,1,Cold Falchion
534,1,Poison Falchion
535,1,Blood Falchion
536,1,Occult Falchion
537,1,Beastman's Curved Sword
538,1,Beastman's Heavy Curved Sword
539,1,Beastman's Keen Curved Sword
540,1,Beastman's Quality Curved Sword
541,1,Beastman's Fire Curved Sword
542,1,Beastman's Flame Art Curved Sword
543,1,Beastman's Lightning Curved Sword
544,1,Beastman's Sacred Curved Sword
545,1,Beastman's Magic Curved Sword
546,1,Beastman's Cold Curved Sword
547,1,Beastman's Poison Curved Sword
548,1,Beastman's Blood Curved Sword
549,1,Beastman's Occult Curved Sword
550,1,Shotel
551,1,Heavy Shotel
552,1,Keen Shotel
553,1,Quality Shotel
554,1,Fire Shotel
555,1,Flame Art Shotel
556,1,Lightning Shotel
557,1,Sacred Shotel
558,1,Magic Shotel
559,1,Cold Shotel
560,1,Poison Shotel
561,1,Blood Shotel
562,1,Occult Shotel
563,1,Shamshir
564,1,Heavy Shamshir
565,1,Keen Shamshir
566,1,Quality Shamshir
567,1,Fire Shamshir
568,1,Flame Art Shamshir
569,1,Lightning Shamshir
570,1,Sacred Shamshir
571,1,Magic Shamshir
572,1,Cold Shamshir
573,1,Poison Shamshir
574,1,Blood Shamshir
575,1,Occult Shamshir
576,1,Bandit's Curved Sword
577,1,Bandit's Heavy Curved Sword
578,1,Bandit's Keen Curved Sword
579,1,Bandit's Quality Curved Sword
580,1,Bandit's Fire Curved Sword
581,1,Bandit's Flame Art Curved Sword
582,1,Bandit's Lightning Curved Sword
583,1,Bandit's Sacred Curved Sword
584,1,Bandit's Magic Curved Sword
585,1,Bandit's Cold Curved Sword
586,1,Bandit's Poison Curved Sword
587,1,Bandit's Blood Curved Sword
588,1,Bandit's Occult Curved Sword
589,1,Magma Blade
590,1,Flowing Curved Sword
591,1,Flowing Heavy Curved Sword
592,1,Flowing Keen Curved Sword
593,1,Flowing Quality Curved Sword
594,1,Flowing Fire Curved Sword
595,1,Flowing Flame Art Curved Sword
596,1,Flowing Lightning Curved Sword
597,1,Flowing Sacred Curved Sword
598,1,Flowing Magic Curved Sword
599,1,Flowing Cold Curved Sword
600,1,Flowing Poison Curved Sword
601,1,Flowing Blood Curved Sword
602,1,Flowing Occult Curved Sword
603,1,Wing of Astel
604,1,Scavenger's Curved Sword
605,1,Scavenger's Heavy Curved Sword
606,1,Scavenger's Keen Curved Sword
607,1,Scavenger's Quality Curved Sword
608,1,Scavenger's Fire Curved Sword
609,1,Scavenger's Flame Art Curved Sword
610,1,Scavenger's Lightning Curved Sword
611,1,Scavenger's Sacred Curved Sword
612,1,Scavenger's Magic Curved Sword
613,1,Scavenger's Cold Curved Sword
614,1,Scavenger's Poison Curved Sword
615,1,Scavenger's Blood Curved Sword
616,1,Scavenger's Occult Curved Sword
617,1,Eclipse Shotel
618,1,Serpent-God's Curved Sword
619,1,Serpent-God's Heavy Curved Sword
620,1,Serpent-God's Keen Curved Sword
621,1,Serpent-God's Quality Curved Sword
622,1,Serpent-God's Fire Curved Sword
623,1,Serpent-God's Flame Art Curved Sword
624,1,Serpent-God's Lightning Curved Sword
625,1,Serpent-God's Sacred Curved Sword
626,1,Serpent-God's Magic Curved Sword
627,1,Serpent-God's Cold Curved Sword
628,1,Serpent-God's Poison Curved Sword
629,1,Serpent-God's Blood Curved Sword
630,1,Serpent-God's Occult Curved Sword
631,1,Mantis Blade
632,1,Heavy Mantis Blade
633,1,Keen Mantis Blade
634,1,Quality Mantis Blade
635,1,Fire Mantis Blade
636,1,Flame Art Mantis Blade
637,1,Lightning Mantis Blade
638,1,Sacred Mantis Blade
639,1,Magic Mantis Blade
640,1,Cold Mantis Blade
641,1,Poison Mantis Blade
642,1,Blood Mantis Blade
643,1,Occult Mantis Blade
644,1,Scimitar
645,1,Heavy Scimitar
646,1,Keen Scimitar
647,1,Quality Scimitar
648,1,Fire Scimitar
649,1,Flame Art Scimitar
650,1,Lightning Scimitar
651,1,Sacred Scimitar
652,1,Magic Scimitar
653,1,Cold Scimitar
654,1,Poison Scimitar
655,1,Bloody Scimitar
656,1,Occult Scimitar
657,1,Grossmesser
658,1,Heavy Grossmesser
659,1,Keen Grossmesser
660,1,Quality Grossmesser
661,1,Fire Grossmesser
662,1,Flame Art Grossmesser
663,1,Lightning Grossmesser
664,1,Sacred Grossmesser
665,1,Magic Grossmesser
666,1,Cold Grossmesser
667,1,Poison Grossmesser
668,1,Blood Grossmesser
669,1,Occult Grossmesser
670,1,Onyx Lord's Greatsword
671,1,Dismounter
672,1,Heavy Dismounter
673,1,Keen Dismounter
674,1,Quality Dismounter
675,1,Fire Dismounter
676,1,Flame Art Dismounter
677,1,Lightning Dismounter
678,1,Sacred Dismounter
679,1,Magic Dismounter
680,1,Cold Dismounter
681,1,Poison Dismounter
682,1,Blood Dismounter
683,1,Occult Dismounter
684,1,Bloodhound's Fang
685,1,Magma Wyrm's Scalesword
686,1,Zamor Curved Sword
687,1,Omen Cleaver
688,1,Heavy Omen Cleaver
689,1,Keen Omen Cleaver
690,1,Quality Omen Cleaver
691,1,Fire Omen Cleaver
692,1,Flame Art Omen Cleaver
693,1,Lightning Omen Cleaver
694,1,Sacred Omen Cleaver
695,1,Magic Omen Cleaver
696,1,Cold Omen Cleaver
697,1,Poison Omen Cleaver
698,1,Blood Omen Cleaver
699,1,Occult Omen Cleaver
700,1,Monk's Flameblade
701,1,Monk's Heavy Flameblade
702,1,Monk's Keen Flameblade
703,1,Monk's Quality Flameblade
704,1,Monk's Fire Flameblade
705,1,Monk's Flame Art Flameblade
706,1,Monk's Lightning Flameblade
707,1,Monk's Sacred Flameblade
708,1,Monk's Magic Flameblade
709,1,Monk's Cold Flameblade
710,1,Monk's Poison Flameblade
711,1,Monk's Blood Flameblade
712,1,Monk's Occult Flameblade
713,1,Beastman's Cleaver
714,1,Beastman's Heavy Cleaver
715,1,Beastman's Keen Cleaver
716,1,Beastman's Quality Cleaver
717,1,Beastman's Fire Cleaver
718,1,Beastman's Flame Art Cleaver
719,1,Beastman's Lightning Cleaver
720,1,Beastman's Sacred Cleaver
721,1,Beastman's Magic Cleaver
722,1,Beastman's Cold Cleaver
723,1,Beastman's Poison Cleaver
724,1,Beastman's Blood Cleaver
725,1,Beastman's Occult Cleaver
726,1,Morgott's Cursed Sword
727,1,Uchigatana
728,1,Heavy Uchigatana
729,1,Keen Uchigatana
730,1,Quality Uchigatana
731,1,Fire Uchigatana
732,1,Flame Art Uchigatana
733,1,Lightning Uchigatana
734,1,Sacred Uchigatana
735,1,Magic Uchigatana
736,1,Cold Uchigatana
737,1,Poison Uchigatana
738,1,Blood Uchigatana
739,1,Occult Uchigatana
740,1,Nagakiba
741,1,Heavy Nagakiba
742,1,Keen Nagakiba
743,1,Quality Nagakiba
744,1,Fire Nagakiba
745,1,Flame Art Nagakiba
746,1,Lightning Nagakiba
747,1,Sacred Nagakiba
748,1,Magic Nagakiba
749,1,Cold Nagakiba
750,1,Poison Nagakiba
751,1,Blood Nagakiba
752,1,Occult Nagakiba
753,1,Hand of Malenia
754,1,Meteoric Ore Blade
755,1,Rivers of Blood
756,1,Moonveil
757,1,Dragonscale Blade
758,1,Serpentbone Blade
759,1,Twinblade
760,1,Heavy Twinblade
761,1,Keen Twinblade
762,1,Quality Twinblade
763,1,Fire Twinblade
764,1,Flame Art Twinblade
765,1,Lightning Twinblade
766,1,Sacred Twinblade
767,1,Magic Twinblade
768,1,Cold Twinblade
769,1,Poison Twinblade
770,1,Bloody Twinblade
771,1,Occult Twinblade
772,1,Godskin Peeler
773,1,Heavy Godskin Peeler
774,1,Keen Godskin Peeler
775,1,Quality Godskin Peeler
776,1,Fire Godskin Peeler
777,1,Flame Art Godskin Peeler
778,1,Lightning Godskin Peeler
779,1,Sacred Godskin Peeler
780,1,Magic Godskin Peeler
781,1,Cold Godskin Peeler
782,1,Poison Godskin Peeler
783,1,Blood Godskin Peeler
784,1,Occult Godskin Peeler
785,1,Twinned Knight Swords
786,1,Heavy Twinned Knight Swords
787,1,Keen Twinned Knight Swords
788,1,Quality Twinned Knight Swords
789,1,Fire Twinned Knight Swords
790,1,Flame Art Twinned Knight Swords
791,1,Lightning Twinned Knight Swords
792,1,Sacred Twinned Knight Swords
793,1,Magic Twinned Knight Swords
794,1,Cold Twinned Knight Swords
795,1,Poison Twinned Knight Swords
796,1,Blood Twinned Knight Swords
797,1,Occult Twinned Knight Swords
798,1,Eleonora's Poleblade
799,1,Gargoyle's Twinblade
800,1,Gargoyle's Heavy Twinblade
801,1,Gargoyle's Keen Twinblade
802,1,Gargoyle's Quality Twinblade
803,1,Gargoyle's Fire Twinblade
804,1,Gargoyle's Flame Art Twinblade
805,1,Gargoyle's Lightning Twinblade
806,1,Gargoyle's Sacred Twinblade
807,1,Gargoyle's Magic Twinblade
808,1,Gargoyle's Cold Twinblade
809,1,Gargoyle's Poison Twinblade
810,1,Gargoyle's Blood Twinblade
811,1,Gargoyle's Occult Twinblade
812,1,Gargoyle's Black Blades
813,1,Mace
814,1,Heavy Mace
815,1,Keen Mace
816,1,Quality Mace
817,1,Fire Mace
818,1,Flame Art Mace
819,1,Lightning Mace
820,1,Sacred Mace
821,1,Magic Mace
822,1,Cold Mace
823,1,Poison Mace
824,1,Blood Mace
825,1,Occult Mace
826,1,Club
827,1,Heavy Club
828,1,Keen Club
829,1,Quality Club
830,1,Fire Club
831,1,Flame Art Club
832,1,Lightning Club
833,1,Sacred Club
834,1,Magic Club
835,1,Cold Club
836,1,Poison Club
837,1,Bloody Club
838,1,Occult Club
839,1,Curved Club
840,1,Heavy Curved Club
841,1,Keen Curved Club
842,1,Quality Curved Club
843,1,Fire Curved Club
844,1,Flame Art Curved Club
845,1,Lightning Curved Club
846,1,Sacred Curved Club
847,1,Magic Curved Club
848,1,Cold Curved Club
849,1,Poison Curved Club
850,1,Blood Curved Club
851,1,Occult Curved Club
852,1,Warpick
853,1,Heavy Warpick
854,1,Keen Warpick
855,1,Quality Warpick
856,1,Fire Warpick
857,1,Flame Art Warpick
858,1,Lightning Warpick
859,1,Sacred Warpick
860,1,Magic Warpick
861,1,Cold Warpick
862,1,Poison Warpick
863,1,Blood Warpick
864,1,Occult Warpick
865,1,Morning Star
866,1,Heavy Morning Star
867,1,Keen Morning Star
868,1,Quality Morning Star
869,1,Fire Morning Star
870,1,Flame Art Morning Star
871,1,Lightning Morning Star
872,1,Sacred Morning Star
873,1,Magic Morning Star
874,1,Cold Morning Star
875,1,Poison Morning Star
876,1,Blood Morning Star
877,1,Occult Morning Star
878,1,Varré's Bouquet
879,1,Spiked Club
880,1,Heavy Spiked Club
881,1,Keen Spiked Club
882,1,Quality Spiked Club
883,1,Fire Spiked Club
884,1,Flame Art Spiked Club
885,1,Lightning Spiked Club
886,1,Sacred Spiked Club
887,1,Magic Spiked Club
888,1,Cold Spiked Club
889,1,Poison Spiked Club
890,1,Blood Spiked Club
891,1,Occult Spiked Club
892,1,Hammer
893,1,Heavy Hammer
894,1,Keen Hammer
895,1,Quality Hammer
896,1,Fire Hammer
897,1,Flame Art Hammer
898,1,Lightning Hammer
899,1,Sacred Hammer
